TEYA001,say the word back
TEYA002,say the word bar
TEYA003,say the word base
TEYA004,say the word bath
TEYA005,say the word bean
TEYA006,say the word beg
TEYA007,say the word bite
TEYA008,say the word boat
TEYA009,say the word bone
TEYA010,say the word book
TEYA011,say the word bought
TEYA012,say the word burn
TEYA013,say the word cab
TEYA014,say the word calm
TEYA015,say the word came
TEYA016,say the word cause
TEYA017,say the word chain
TEYA018,say the word chair
TEYA019,say the word chalk
TEYA020,say the word chat
TEYA021,say the word check
TEYA022,say the word cheek
TEYA023,say the word chief
TEYA024,say the word choice
TEYA025,say the word cool
TEYA026,say the word dab
TEYA027,say the word date
TEYA028,say the word dead
TEYA029,say the word death
TEYA030,say the word deep
TEYA031,say the word dime
TEYA032,say the word dip
TEYA033,say the word ditch
TEYA034,say the word dodge
TEYA035,say the word dog
TEYA036,say the word doll
TEYA037,say the word door
TEYA038,say the word fail
TEYA039,say the word fall
TEYA040,say the word far
TEYA041,say the word fat
TEYA042,say the word fit
TEYA043,say the word five
TEYA044,say the word food
TEYA045,say the word gap
TEYA046,say the word gas
TEYA047,say the word gaze
TEYA049,say the word get
TEYA050,say the word gin
TEYA051,say the word goal
TEYA052,say the word good
TEYA053,say the word goose
TEYA054,say the word gun
TEYA055,say the word half
TEYA056,say the word hall
TEYA057,say the word hash
TEYA058,say the word hate
TEYA059,say the word have
TEYA060,say the word haze
TEYA061,say the word hire
TEYA062,say the word hit
TEYA063,say the word hole
TEYA064,say the word home
TEYA065,say the word hurl
TEYA066,say the word hush
TEYA067,say the word jail
TEYA068,say the word jar
TEYA069,say the word join
TEYA070,say the word judge
TEYA071,say the word jug
TEYA072,say the word juice
TEYA073,say the word keen
TEYA074,say the word keep
TEYA075,say the word keg
TEYA076,say the word kick
TEYA077,say the word kill
TEYA078,say the word king
TEYA079,say the word kite
TEYA080,say the word knock
TEYA081,say the word late
TEYA082,say the word laud
TEYA083,say the word lean
TEYA084,say the word learn
TEYA085,say the word lease
TEYA086,say the word lid
TEYA087,say the word life
TEYA088,say the word limb
TEYA089,say the word live
TEYA090,say the word loaf
TEYA091,say the word long
TEYA092,say the word lore
TEYA093,say the word lose
TEYA094,say the word lot
TEYA095,say the word love
TEYA096,say the word luck
TEYA097,say the word make
TEYA098,say the word match
TEYA099,say the word merge
TEYA100,say the word mess
TEYA101,say the word met
TEYA102,say the word mill
TEYA103,say the word mob
TEYA104,say the word mode
TEYA105,say the word mood
TEYA106,say the word moon
TEYA107,say the word mop
TEYA108,say the word mouse
TEYA109,say the word nag
TEYA110,say the word name
TEYA111,say the word near
TEYA112,say the word neat
TEYA113,say the word nice
TEYA114,say the word note
TEYA115,say the word numb
TEYA116,say the word pad
TEYA117,say the word page
TEYA118,say the word pain
TEYA119,say the word pass
TEYA120,say the word pearl
TEYA121,say the word peg
TEYA122,say the word perch
TEYA123,say the word phone
TEYA124,say the word pick
TEYA125,say the word pike
TEYA126,say the word pole
TEYA127,say the word pool
TEYA128,say the word puff
TEYA129,say the word rag
TEYA130,say the word raid
TEYA131,say the word rain
TEYA132,say the word raise
TEYA133,say the word rat
TEYA134,say the word reach
TEYA135,say the word read
TEYA136,say the word red
TEYA137,say the word ring
TEYA138,say the word ripe
TEYA139,say the word road
TEYA140,say the word room
TEYA141,say the word rose
TEYA142,say the word rot
TEYA143,say the word rough
TEYA144,say the word rush
TEYA145,say the word said
TEYA146,say the word sail
TEYA147,say the word search
TEYA148,say the word seize
TEYA149,say the word sell
TEYA150,say the word shack
TEYA151,say the word shall
TEYA152,say the word shawl
TEYA153,say the word sheep
TEYA154,say the word shirt
TEYA155,say the word should
TEYA156,say the word shout
TEYA157,say the word size
TEYA158,say the word soap
TEYA159,say the word soup
TEYA160,say the word sour
TEYA161,say the word south
TEYA162,say the word sub
TEYA163,say the word such
TEYA164,say the word sure
TEYA165,say the word take
TEYA166,say the word talk
TEYA167,say the word tape
TEYA168,say the word team
TEYA169,say the word tell
TEYA170,say the word thin
TEYA171,say the word third
TEYA172,say the word thought
TEYA173,say the word thumb
TEYA174,say the word time
TEYA175,say the word tip
TEYA176,say the word tire
TEYA177,say the word ton
TEYA178,say the word tool
TEYA179,say the word tough
TEYA180,say the word turn
TEYA181,say the word vine
